PolygonID,Provincia,Canton,Distrito
854,GUANACASTE,NANDAYURE,SAN PABLO
855,GUANACASTE,NANDAYURE,SAN PABLO
860,PUNTARENAS,GARABITO,JACO
861,PUNTARENAS,GARABITO,JACO
862,PUNTARENAS,GARABITO,JACO
863,PUNTARENAS,PUNTARENAS,PITAHAYA
864,PUNTARENAS,PUNTARENAS,PITAHAYA
865,PUNTARENAS,PUNTARENAS,PITAHAYA
866,GUANACASTE,SANTA CRUZ,CABO VELAS
867,GUANACASTE,SANTA CRUZ,CABO VELAS
868,GUANACASTE,SANTA CRUZ,CABO VELAS
869,GUANACASTE,SANTA CRUZ,CABO VELAS
870,GUANACASTE,SANTA CRUZ,CABO VELAS
856,GUANACASTE,NANDAYURE,SAN PABLO
857,GUANACASTE,NANDAYURE,SAN PABLO
858,GUANACASTE,NANDAYURE,SAN PABLO
871,PUNTARENAS,GOLFITO,GOLFITO
872,PUNTARENAS,GOLFITO,GOLFITO
873,PUNTARENAS,GOLFITO,GOLFITO
874,PUNTARENAS,GOLFITO,GOLFITO
875,PUNTARENAS,GOLFITO,GOLFITO
876,PUNTARENAS,GOLFITO,GOLFITO
877,GUANACASTE,LIBERIA,SARDINAL
878,GUANACASTE,LIBERIA,SARDINAL
879,GUANACASTE,LIBERIA,SARDINAL
880,GUANACASTE,LIBERIA,SARDINAL
881,GUANACASTE,LIBERIA,SARDINAL
882,GUANACASTE,LIBERIA,SARDINAL
883,GUANACASTE,LIBERIA,SARDINAL
884,GUANACASTE,LIBERIA,SARDINAL
885,GUANACASTE,LIBERIA,SARDINAL
886,GUANACASTE,CARRILLO,SARDINAL
887,PUNTARENAS,PARRITA,PARRITA
888,PUNTARENAS,PARRITA,PARRITA
889,GUANACASTE,SANTA CRUZ,TAMARINDO
890,GUANACASTE,SANTA CRUZ,TAMARINDO
897,PUNTARENAS,PUNTARENAS,LEPANTO
898,PUNTARENAS,PUNTARENAS,LEPANTO
899,PUNTARENAS,PUNTARENAS,LEPANTO
900,PUNTARENAS,PUNTARENAS,LEPANTO
891,PUNTARENAS,PUNTARENAS,LEPANTO
892,PUNTARENAS,PUNTARENAS,LEPANTO
893,PUNTARENAS,PUNTARENAS,LEPANTO
894,PUNTARENAS,PUNTARENAS,LEPANTO
895,PUNTARENAS,PUNTARENAS,LEPANTO
896,PUNTARENAS,PUNTARENAS,LEPANTO
912,LIMON,LIMON,LIMON
901,PUNTARENAS,PUNTARENAS,LEPANTO
902,PUNTARENAS,PUNTARENAS,LEPANTO
903,PUNTARENAS,PUNTARENAS,LEPANTO
904,PUNTARENAS,PUNTARENAS,LEPANTO
905,PUNTARENAS,PUNTARENAS,LEPANTO
917,GUANACASTE,LIBERIA,NACASCOLO
918,GUANACASTE,LIBERIA,NACASCOLO
919,GUANACASTE,LIBERIA,NACASCOLO
920,LIMON,TALAMANCA,CAHUITA
921,LIMON,TALAMANCA,CAHUITA
922,PUNTARENAS,OSA,SIERPE
923,PUNTARENAS,OSA,SIERPE
924,GUANACASTE,LA CRUZ,LA CRUZ
925,GUANACASTE,LA CRUZ,LA CRUZ
906,PUNTARENAS,PUNTARENAS,PUNTARENAS
907,PUNTARENAS,PUNTARENAS,LEPANTO
908,PUNTARENAS,PUNTARENAS,LEPANTO
909,PUNTARENAS,PUNTARENAS,PUNTARENAS
910,PUNTARENAS,PUNTARENAS,PUNTARENAS
911,LIMON,LIMON,LIMON
913,LIMON,LIMON,LIMON
914,GUANACASTE,LIBERIA,NACASCOLO
915,GUANACASTE,LIBERIA,NACASCOLO
916,GUANACASTE,LIBERIA,NACASCOLO
926,GUANACASTE,LA CRUZ,LA CRUZ
927,GUANACASTE,LA CRUZ,LA CRUZ
928,GUANACASTE,LA CRUZ,LA CRUZ
929,GUANACASTE,LA CRUZ,LA CRUZ
930,GUANACASTE,LA CRUZ,LA CRUZ
931,GUANACASTE,ABANGARES,COLORADO (CMD)
932,GUANACASTE,ABANGARES,COLORADO (CMD)
933,PUNTARENAS,GOLFITO,PAVON
934,PUNTARENAS,GOLFITO,PAVON
935,PUNTARENAS,GOLFITO,PAVON
936,PUNTARENAS,GOLFITO,PAVON
937,PUNTARENAS,GOLFITO,PAVON
938,PUNTARENAS,CORREDORES,CORREDOR
939,NA,NA,NA
940,PUNTARENAS,PUNTARENAS,ISLA DEL COCO
941,CARTAGO,OREAMUNO,COT
942,CARTAGO,PARAISO,LLANOS DE SANTA LUCIA
943,CARTAGO,PARAISO,PARAISO
944,CARTAGO,OREAMUNO,SAN RAFAEL
945,CARTAGO,CARTAGO,DULCE NOMBRE
946,PUNTARENAS,OSA,SIERPE
947,PUNTARENAS,CORREDORES,CANOAS
